timestamp_utc,site_id,zone_id,cycle_id,dataset_role,sample_interval_minutes,zone_area_m2,theta_10cm_m3_m3,theta_25cm_m3_m3,irrigation_command_mm,irrigation_delivered_mm,flow_l_min,cumulative_water_l,air_temperature_c,relative_humidity_pct,solar_radiation_w_m2,reference_theta_10cm_m3_m3,reference_theta_25cm_m3_m3,root_depth_m,crop_stage,sensor_status,notes
2026-04-01T05:15:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.225381,0.230084,0.0,0.0,0.0,20.0,23.913,65.408,539.432,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T05:30:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.224905,0.229836,0.0,0.0,0.0,20.0,23.294,66.894,545.295,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T05:45:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.224459,0.229598,0.0,0.0,0.0,20.0,22.653,68.434,548.822,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T06:00:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.224043,0.229369,0.0,0.0,0.0,20.0,22.0,70.0,550.0,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T06:15:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.223653,0.22915,0.0,0.0,0.0,20.0,21.347,71.566,548.822,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T06:30:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.223289,0.22894,0.0,0.0,0.0,20.0,20.706,73.106,545.295,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T06:45:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.222947,0.228739,0.0,0.0,0.0,20.0,20.087,74.592,539.432,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T07:00:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.222628,0.228545,0.0,0.0,0.0,20.0,19.5,76.0,531.259,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T07:15:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.22233,0.22836,0.0,0.0,0.0,20.0,18.956,77.305,520.812,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T07:30:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.222051,0.228182,0.0,0.0,0.0,20.0,18.464,78.485,508.134,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T07:45:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.221789,0.228011,0.0,0.0,0.0,20.0,18.033,79.52,493.28,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T08:00:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.221545,0.227847,0.0,0.0,0.0,20.0,17.67,80.392,476.314,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T08:15:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.221316,0.22769,0.0,0.0,0.0,20.0,17.381,81.087,457.308,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T08:30:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.221102,0.22754,0.0,0.0,0.0,20.0,17.17,81.591,436.344,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T08:45:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.220902,0.227395,0.0,0.0,0.0,20.0,17.043,81.897,413.512,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T09:00:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.220715,0.227257,0.0,0.0,0.0,20.0,17.0,82.0,388.909,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T09:15:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.22054,0.227124,0.0,0.0,0.0,20.0,17.043,81.897,362.64,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T09:30:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.220376,0.226996,0.0,0.0,0.0,20.0,17.17,81.591,334.819,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T09:45:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.220223,0.226874,0.0,0.0,0.0,20.0,17.381,81.087,305.564,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T10:00:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.22008,0.226757,0.0,0.0,0.0,20.0,17.67,80.392,275.0,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T10:15:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.219946,0.226644,0.0,0.0,0.0,20.0,18.033,79.52,243.259,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T10:30:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.21982,0.226536,0.0,0.0,0.0,20.0,18.464,78.485,210.476,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T10:45:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.219703,0.226433,0.0,0.0,0.0,20.0,18.956,77.305,176.792,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T11:00:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.219593,0.226334,0.0,0.0,0.0,20.0,19.5,76.0,142.35,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T11:15:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.21949,0.226238,0.0,0.0,0.0,20.0,20.087,74.592,107.3,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T11:30:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.219394,0.226147,0.0,0.0,0.0,20.0,20.706,73.106,71.789,,,0.3,vegetative,ok,synthetic_example_only
2026-04-01T11:45:00Z,SYNTHETIC_SITE,ZONE_01,C01,identification,15,10.0,0.219304,0.226059,0.0,0.0,0.0,20.0,21.347,71.566,35.972,0.218304,0.227059,0.3,vegetative,ok,synthetic_example_only
2026-04-02T00:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.217,0.226,0.0,0.0,0.0,0.0,22.0,70.0,0.0,0.216,0.227,0.3,vegetative,ok,synthetic_example_only
2026-04-02T00:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.246,0.238,2.0,2.0,1.333333,20.0,22.653,68.434,35.972,0.245,0.239,0.3,vegetative,ok,synthetic_example_only
2026-04-02T00:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.244194,0.237429,0.0,0.0,0.0,20.0,23.294,66.894,71.789,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T00:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.242505,0.236881,0.0,0.0,0.0,20.0,23.913,65.408,107.3,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T01:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.240924,0.236355,0.0,0.0,0.0,20.0,24.5,64.0,142.35,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T01:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.239446,0.235851,0.0,0.0,0.0,20.0,25.044,62.695,176.792,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T01:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.238063,0.235367,0.0,0.0,0.0,20.0,25.536,61.515,210.476,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T01:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.236769,0.234903,0.0,0.0,0.0,20.0,25.967,60.48,243.259,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T02:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.235558,0.234458,0.0,0.0,0.0,20.0,26.33,59.608,275.0,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T02:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.234426,0.234031,0.0,0.0,0.0,20.0,26.619,58.913,305.564,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T02:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.233367,0.233622,0.0,0.0,0.0,20.0,26.83,58.409,334.819,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T02:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.232376,0.233229,0.0,0.0,0.0,20.0,26.957,58.103,362.64,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T03:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.231449,0.232853,0.0,0.0,0.0,20.0,27.0,58.0,388.909,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T03:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.230581,0.232491,0.0,0.0,0.0,20.0,26.957,58.103,413.512,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T03:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.22977,0.232145,0.0,0.0,0.0,20.0,26.83,58.409,436.344,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T03:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.229011,0.231812,0.0,0.0,0.0,20.0,26.619,58.913,457.308,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T04:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.228301,0.231494,0.0,0.0,0.0,20.0,26.33,59.608,476.314,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T04:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.227636,0.231188,0.0,0.0,0.0,20.0,25.967,60.48,493.28,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T04:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.227015,0.230895,0.0,0.0,0.0,20.0,25.536,61.515,508.134,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T04:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.226433,0.230613,0.0,0.0,0.0,20.0,25.044,62.695,520.812,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T05:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.22589,0.230343,0.0,0.0,0.0,20.0,24.5,64.0,531.259,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T05:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.225381,0.230084,0.0,0.0,0.0,20.0,23.913,65.408,539.432,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T05:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.224905,0.229836,0.0,0.0,0.0,20.0,23.294,66.894,545.295,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T05:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.224459,0.229598,0.0,0.0,0.0,20.0,22.653,68.434,548.822,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T06:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.224043,0.229369,0.0,0.0,0.0,20.0,22.0,70.0,550.0,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T06:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.223653,0.22915,0.0,0.0,0.0,20.0,21.347,71.566,548.822,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T06:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.223289,0.22894,0.0,0.0,0.0,20.0,20.706,73.106,545.295,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T06:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.222947,0.228739,0.0,0.0,0.0,20.0,20.087,74.592,539.432,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T07:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.222628,0.228545,0.0,0.0,0.0,20.0,19.5,76.0,531.259,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T07:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.22233,0.22836,0.0,0.0,0.0,20.0,18.956,77.305,520.812,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T07:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.222051,0.228182,0.0,0.0,0.0,20.0,18.464,78.485,508.134,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T07:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.221789,0.228011,0.0,0.0,0.0,20.0,18.033,79.52,493.28,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T08:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.221545,0.227847,0.0,0.0,0.0,20.0,17.67,80.392,476.314,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T08:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.221316,0.22769,0.0,0.0,0.0,20.0,17.381,81.087,457.308,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T08:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.221102,0.22754,0.0,0.0,0.0,20.0,17.17,81.591,436.344,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T08:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.220902,0.227395,0.0,0.0,0.0,20.0,17.043,81.897,413.512,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T09:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.220715,0.227257,0.0,0.0,0.0,20.0,17.0,82.0,388.909,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T09:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.22054,0.227124,0.0,0.0,0.0,20.0,17.043,81.897,362.64,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T09:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.220376,0.226996,0.0,0.0,0.0,20.0,17.17,81.591,334.819,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T09:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.220223,0.226874,0.0,0.0,0.0,20.0,17.381,81.087,305.564,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T10:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.22008,0.226757,0.0,0.0,0.0,20.0,17.67,80.392,275.0,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T10:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.219946,0.226644,0.0,0.0,0.0,20.0,18.033,79.52,243.259,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T10:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.21982,0.226536,0.0,0.0,0.0,20.0,18.464,78.485,210.476,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T10:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.219703,0.226433,0.0,0.0,0.0,20.0,18.956,77.305,176.792,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T11:00:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.219593,0.226334,0.0,0.0,0.0,20.0,19.5,76.0,142.35,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T11:15:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.21949,0.226238,0.0,0.0,0.0,20.0,20.087,74.592,107.3,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T11:30:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.219394,0.226147,0.0,0.0,0.0,20.0,20.706,73.106,71.789,,,0.3,vegetative,ok,synthetic_example_only
2026-04-02T11:45:00Z,SYNTHETIC_SITE,ZONE_01,C02,identification,15,10.0,0.219304,0.226059,0.0,0.0,0.0,20.0,21.347,71.566,35.972,0.218304,0.227059,0.3,vegetative,ok,synthetic_example_only
2026-04-03T00:00:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.218,0.2265,0.0,0.0,0.0,0.0,22.0,70.0,0.0,0.217,0.2275,0.3,vegetative,ok,synthetic_example_only
2026-04-03T00:15:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.246,0.238,2.0,2.0,1.333333,20.0,22.653,68.434,35.972,0.245,0.239,0.3,vegetative,ok,synthetic_example_only
2026-04-03T00:30:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.244194,0.237429,0.0,0.0,0.0,20.0,23.294,66.894,71.789,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T00:45:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.242505,0.236881,0.0,0.0,0.0,20.0,23.913,65.408,107.3,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T01:00:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.240924,0.236355,0.0,0.0,0.0,20.0,24.5,64.0,142.35,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T01:15:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.239446,0.235851,0.0,0.0,0.0,20.0,25.044,62.695,176.792,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T01:30:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.238063,0.235367,0.0,0.0,0.0,20.0,25.536,61.515,210.476,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T01:45:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.236769,0.234903,0.0,0.0,0.0,20.0,25.967,60.48,243.259,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T02:00:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.235558,0.234458,0.0,0.0,0.0,20.0,26.33,59.608,275.0,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T02:15:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.234426,0.234031,0.0,0.0,0.0,20.0,26.619,58.913,305.564,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T02:30:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.233367,0.233622,0.0,0.0,0.0,20.0,26.83,58.409,334.819,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T02:45:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.232376,0.233229,0.0,0.0,0.0,20.0,26.957,58.103,362.64,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T03:00:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.231449,0.232853,0.0,0.0,0.0,20.0,27.0,58.0,388.909,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T03:15:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.230581,0.232491,0.0,0.0,0.0,20.0,26.957,58.103,413.512,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T03:30:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.22977,0.232145,0.0,0.0,0.0,20.0,26.83,58.409,436.344,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T03:45:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.229011,0.231812,0.0,0.0,0.0,20.0,26.619,58.913,457.308,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T04:00:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.228301,0.231494,0.0,0.0,0.0,20.0,26.33,59.608,476.314,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T04:15:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.227636,0.231188,0.0,0.0,0.0,20.0,25.967,60.48,493.28,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T04:30:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.227015,0.230895,0.0,0.0,0.0,20.0,25.536,61.515,508.134,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T04:45:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.226433,0.230613,0.0,0.0,0.0,20.0,25.044,62.695,520.812,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T05:00:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.22589,0.230343,0.0,0.0,0.0,20.0,24.5,64.0,531.259,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T05:15:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.225381,0.230084,0.0,0.0,0.0,20.0,23.913,65.408,539.432,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T05:30:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.224905,0.229836,0.0,0.0,0.0,20.0,23.294,66.894,545.295,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T05:45:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.224459,0.229598,0.0,0.0,0.0,20.0,22.653,68.434,548.822,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T06:00:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.224043,0.229369,0.0,0.0,0.0,20.0,22.0,70.0,550.0,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T06:15:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.223653,0.22915,0.0,0.0,0.0,20.0,21.347,71.566,548.822,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T06:30:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.223289,0.22894,0.0,0.0,0.0,20.0,20.706,73.106,545.295,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T06:45:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.222947,0.228739,0.0,0.0,0.0,20.0,20.087,74.592,539.432,,,0.3,vegetative,ok,synthetic_example_only
2026-04-03T07:00:00Z,SYNTHETIC_SITE,ZONE_01,C03,identification,15,10.0,0.222628,0.228545,0.0,0.0,0.0,20.0,19.5,76.0,531.259,,,0.3,vegetative,ok,synthetic_example_only
