anomaly_scenario_id,base_scenario_id,split,anomaly_type,anomaly_seed,start_step,end_step
AV3D0033,V3D0033,development,solver_failure,72019740,120,132
AV3D0034,V3D0034,development,normal,72019741,120,168
AV3D0035,V3D0035,development,drainage_shift,72019742,120,168
AV3D0036,V3D0036,development,solver_failure,72019743,120,132
AV3D0037,V3D0037,development,flow_decay,72019744,120,168
AV3D0038,V3D0038,development,root_depth_shift,72019745,120,168
AV3D0039,V3D0039,development,flow_decay,72019746,120,168
AV3D0040,V3D0040,development,forecast_underprediction,72019747,120,168
AV3D0041,V3D0041,development,sensor_bias,72019748,120,168
AV3D0042,V3D0042,development,sensor_bias,72019749,120,168
AV3D0043,V3D0043,development,flow_decay,72019750,120,168
AV3D0044,V3D0044,development,feedback_conflict,72019751,120,132
AV3D0045,V3D0045,development,sensor_bias,72019752,120,168
AV3D0046,V3D0046,development,sensor_spike,72019753,120,123
AV3D0047,V3D0047,development,sensor_drift,72019754,120,168
AV3D0048,V3D0048,development,root_depth_shift,72019755,120,168
AV3D0049,V3D0049,development,forecast_underprediction,72019756,120,168
AV3D0050,V3D0050,development,sensor_drift,72019757,120,168
AV3D0051,V3D0051,development,sensor_spike,72019758,120,123
AV3D0052,V3D0052,development,sensor_bias,72019759,120,168
AV3D0053,V3D0053,development,feedback_conflict,72019760,120,132
AV3D0054,V3D0054,development,forecast_underprediction,72019761,120,168
AV3D0055,V3D0055,development,valve_stuck,72019762,120,168
AV3D0056,V3D0056,development,drainage_shift,72019763,120,168
AV3D0057,V3D0057,development,sensor_drift,72019764,120,168
AV3D0058,V3D0058,development,flow_decay,72019765,120,168
AV3D0059,V3D0059,development,valve_stuck,72019766,120,168
AV3D0060,V3D0060,development,flow_decay,72019767,120,168
AV3D0061,V3D0061,development,forecast_underprediction,72019768,120,168
AV3D0062,V3D0062,development,drainage_shift,72019769,120,168
AV3D0063,V3D0063,development,forecast_underprediction,72019770,120,168
AV3D0064,V3D0064,development,sensor_drift,72019771,120,168
AV3D0065,V3D0065,development,normal,72019772,120,168
AV3D0066,V3D0066,development,feedback_conflict,72019773,120,132
AV3D0067,V3D0067,development,feedback_conflict,72019774,120,132
AV3D0068,V3D0068,development,drainage_shift,72019775,120,168
AV3D0069,V3D0069,development,sensor_missing,72019776,120,144
AV3D0070,V3D0070,development,sensor_spike,72019777,120,123
AV3D0071,V3D0071,development,normal,72019778,120,168
AV3D0072,V3D0072,development,sensor_spike,72019779,120,123
AV3D0073,V3D0073,development,feedback_conflict,72019780,120,132
AV3D0074,V3D0074,development,valve_stuck,72019781,120,168
AV3D0075,V3D0075,development,sensor_drift,72019782,120,168
AV3D0076,V3D0076,development,sensor_spike,72019783,120,123
AV3D0077,V3D0077,development,root_depth_shift,72019784,120,168
AV3D0078,V3D0078,development,sensor_missing,72019785,120,144
AV3D0079,V3D0079,development,valve_stuck,72019786,120,168
AV3D0080,V3D0080,development,drainage_shift,72019787,120,168
AV3D0081,V3D0081,development,feedback_conflict,72019788,120,132
AV3D0082,V3D0082,development,sensor_missing,72019789,120,144
AV3D0083,V3D0083,development,sensor_missing,72019790,120,144
AV3D0084,V3D0084,development,normal,72019791,120,168
AV3D0085,V3D0085,development,sensor_drift,72019792,120,168
AV3D0086,V3D0086,development,solver_failure,72019793,120,132
AV3D0087,V3D0087,development,sensor_missing,72019794,120,144
AV3D0088,V3D0088,development,drainage_shift,72019795,120,168
AV3D0089,V3D0089,development,solver_failure,72019796,120,132
AV3D0090,V3D0090,development,sensor_bias,72019797,120,168
AV3D0091,V3D0091,development,sensor_bias,72019798,120,168
AV3D0092,V3D0092,development,drainage_shift,72019799,120,168
AV3D0093,V3D0093,development,sensor_missing,72019800,120,144
AV3D0094,V3D0094,development,sensor_drift,72019801,120,168
AV3D0095,V3D0095,development,root_depth_shift,72019802,120,168
AV3D0096,V3D0096,development,sensor_missing,72019803,120,144
AV3E0001,V3E0001,locked_evaluation,sensor_drift,102043708,120,168
AV3E0002,V3E0002,locked_evaluation,sensor_spike,102043709,120,123
AV3E0003,V3E0003,locked_evaluation,drainage_shift,102043710,120,168
AV3E0004,V3E0004,locked_evaluation,drainage_shift,102043711,120,168
AV3E0005,V3E0005,locked_evaluation,forecast_underprediction,102043712,120,168
AV3E0006,V3E0006,locked_evaluation,sensor_bias,102043713,120,168
AV3E0007,V3E0007,locked_evaluation,root_depth_shift,102043714,120,168
AV3E0008,V3E0008,locked_evaluation,flow_decay,102043715,120,168
AV3E0009,V3E0009,locked_evaluation,sensor_drift,102043716,120,168
AV3E0010,V3E0010,locked_evaluation,sensor_missing,102043717,120,144
AV3E0011,V3E0011,locked_evaluation,root_depth_shift,102043718,120,168
AV3E0012,V3E0012,locked_evaluation,root_depth_shift,102043719,120,168
AV3E0013,V3E0013,locked_evaluation,flow_decay,102043720,120,168
AV3E0014,V3E0014,locked_evaluation,root_depth_shift,102043721,120,168
AV3E0015,V3E0015,locked_evaluation,sensor_missing,102043722,120,144
AV3E0016,V3E0016,locked_evaluation,normal,102043723,120,168
AV3E0017,V3E0017,locked_evaluation,sensor_missing,102043724,120,144
AV3E0018,V3E0018,locked_evaluation,normal,102043725,120,168
AV3E0019,V3E0019,locked_evaluation,sensor_spike,102043726,120,123
AV3E0020,V3E0020,locked_evaluation,sensor_spike,102043727,120,123
AV3E0021,V3E0021,locked_evaluation,forecast_underprediction,102043728,120,168
AV3E0022,V3E0022,locked_evaluation,sensor_spike,102043729,120,123
AV3E0023,V3E0023,locked_evaluation,flow_decay,102043730,120,168
AV3E0024,V3E0024,locked_evaluation,sensor_spike,102043731,120,123
AV3E0025,V3E0025,locked_evaluation,flow_decay,102043732,120,168
AV3E0026,V3E0026,locked_evaluation,valve_stuck,102043733,120,168
AV3E0027,V3E0027,locked_evaluation,sensor_spike,102043734,120,123
AV3E0028,V3E0028,locked_evaluation,sensor_drift,102043735,120,168
AV3E0029,V3E0029,locked_evaluation,flow_decay,102043736,120,168
AV3E0030,V3E0030,locked_evaluation,normal,102043737,120,168
AV3E0031,V3E0031,locked_evaluation,forecast_underprediction,102043738,120,168
AV3E0032,V3E0032,locked_evaluation,normal,102043739,120,168
AV3E0033,V3E0033,locked_evaluation,feedback_conflict,102043740,120,132
AV3E0034,V3E0034,locked_evaluation,sensor_spike,102043741,120,123
AV3E0035,V3E0035,locked_evaluation,sensor_bias,102043742,120,168
AV3E0036,V3E0036,locked_evaluation,flow_decay,102043743,120,168
AV3E0037,V3E0037,locked_evaluation,root_depth_shift,102043744,120,168
AV3E0038,V3E0038,locked_evaluation,sensor_missing,102043745,120,144
AV3E0039,V3E0039,locked_evaluation,valve_stuck,102043746,120,168
AV3E0040,V3E0040,locked_evaluation,valve_stuck,102043747,120,168
AV3E0041,V3E0041,locked_evaluation,sensor_spike,102043748,120,123
AV3E0042,V3E0042,locked_evaluation,valve_stuck,102043749,120,168
AV3E0043,V3E0043,locked_evaluation,solver_failure,102043750,120,132
AV3E0044,V3E0044,locked_evaluation,sensor_drift,102043751,120,168
AV3E0045,V3E0045,locked_evaluation,normal,102043752,120,168
AV3E0046,V3E0046,locked_evaluation,sensor_bias,102043753,120,168
AV3E0047,V3E0047,locked_evaluation,normal,102043754,120,168
AV3E0048,V3E0048,locked_evaluation,solver_failure,102043755,120,132
AV3E0049,V3E0049,locked_evaluation,forecast_underprediction,102043756,120,168
AV3E0050,V3E0050,locked_evaluation,solver_failure,102043757,120,132
AV3E0051,V3E0051,locked_evaluation,sensor_bias,102043758,120,168
AV3E0052,V3E0052,locked_evaluation,solver_failure,102043759,120,132
AV3E0053,V3E0053,locked_evaluation,feedback_conflict,102043760,120,132
AV3E0054,V3E0054,locked_evaluation,sensor_missing,102043761,120,144
AV3E0055,V3E0055,locked_evaluation,drainage_shift,102043762,120,168
AV3E0056,V3E0056,locked_evaluation,flow_decay,102043763,120,168
AV3E0057,V3E0057,locked_evaluation,feedback_conflict,102043764,120,132
AV3E0058,V3E0058,locked_evaluation,drainage_shift,102043765,120,168
AV3E0059,V3E0059,locked_evaluation,sensor_drift,102043766,120,168
AV3E0060,V3E0060,locked_evaluation,root_depth_shift,102043767,120,168
AV3E0061,V3E0061,locked_evaluation,valve_stuck,102043768,120,168
AV3E0062,V3E0062,locked_evaluation,normal,102043769,120,168
AV3E0063,V3E0063,locked_evaluation,sensor_missing,102043770,120,144
AV3E0064,V3E0064,locked_evaluation,root_depth_shift,102043771,120,168
AV3E0065,V3E0065,locked_evaluation,drainage_shift,102043772,120,168
AV3E0066,V3E0066,locked_evaluation,flow_decay,102043773,120,168
AV3E0067,V3E0067,locked_evaluation,sensor_spike,102043774,120,123
AV3E0068,V3E0068,locked_evaluation,forecast_underprediction,102043775,120,168
AV3E0069,V3E0069,locked_evaluation,valve_stuck,102043776,120,168
AV3E0070,V3E0070,locked_evaluation,feedback_conflict,102043777,120,132
AV3E0071,V3E0071,locked_evaluation,normal,102043778,120,168
AV3E0072,V3E0072,locked_evaluation,normal,102043779,120,168
AV3E0073,V3E0073,locked_evaluation,root_depth_shift,102043780,120,168
AV3E0074,V3E0074,locked_evaluation,drainage_shift,102043781,120,168
AV3E0075,V3E0075,locked_evaluation,valve_stuck,102043782,120,168
AV3E0076,V3E0076,locked_evaluation,valve_stuck,102043783,120,168
AV3E0077,V3E0077,locked_evaluation,solver_failure,102043784,120,132
AV3E0078,V3E0078,locked_evaluation,normal,102043785,120,168
AV3E0079,V3E0079,locked_evaluation,drainage_shift,102043786,120,168
AV3E0080,V3E0080,locked_evaluation,sensor_bias,102043787,120,168
AV3E0081,V3E0081,locked_evaluation,normal,102043788,120,168
AV3E0082,V3E0082,locked_evaluation,feedback_conflict,102043789,120,132
AV3E0083,V3E0083,locked_evaluation,sensor_bias,102043790,120,168
AV3E0084,V3E0084,locked_evaluation,forecast_underprediction,102043791,120,168
AV3E0085,V3E0085,locked_evaluation,forecast_underprediction,102043792,120,168
AV3E0086,V3E0086,locked_evaluation,solver_failure,102043793,120,132
AV3E0087,V3E0087,locked_evaluation,feedback_conflict,102043794,120,132
AV3E0088,V3E0088,locked_evaluation,drainage_shift,102043795,120,168
AV3E0089,V3E0089,locked_evaluation,drainage_shift,102043796,120,168
AV3E0090,V3E0090,locked_evaluation,sensor_drift,102043797,120,168
AV3E0091,V3E0091,locked_evaluation,sensor_bias,102043798,120,168
AV3E0092,V3E0092,locked_evaluation,sensor_bias,102043799,120,168
AV3E0093,V3E0093,locked_evaluation,sensor_bias,102043800,120,168
AV3E0094,V3E0094,locked_evaluation,solver_failure,102043801,120,132
AV3E0095,V3E0095,locked_evaluation,flow_decay,102043802,120,168
AV3E0096,V3E0096,locked_evaluation,root_depth_shift,102043803,120,168
AV3E0097,V3E0097,locked_evaluation,flow_decay,102043804,120,168
AV3E0098,V3E0098,locked_evaluation,sensor_spike,102043805,120,123
AV3E0099,V3E0099,locked_evaluation,valve_stuck,102043806,120,168
AV3E0100,V3E0100,locked_evaluation,feedback_conflict,102043807,120,132
AV3E0101,V3E0101,locked_evaluation,feedback_conflict,102043808,120,132
AV3E0102,V3E0102,locked_evaluation,flow_decay,102043809,120,168
AV3E0103,V3E0103,locked_evaluation,solver_failure,102043810,120,132
AV3E0104,V3E0104,locked_evaluation,valve_stuck,102043811,120,168
AV3E0105,V3E0105,locked_evaluation,sensor_missing,102043812,120,144
AV3E0106,V3E0106,locked_evaluation,drainage_shift,102043813,120,168
AV3E0107,V3E0107,locked_evaluation,solver_failure,102043814,120,132
AV3E0108,V3E0108,locked_evaluation,feedback_conflict,102043815,120,132
AV3E0109,V3E0109,locked_evaluation,drainage_shift,102043816,120,168
AV3E0110,V3E0110,locked_evaluation,root_depth_shift,102043817,120,168
AV3E0111,V3E0111,locked_evaluation,feedback_conflict,102043818,120,132
AV3E0112,V3E0112,locked_evaluation,solver_failure,102043819,120,132
AV3E0113,V3E0113,locked_evaluation,root_depth_shift,102043820,120,168
AV3E0114,V3E0114,locked_evaluation,sensor_missing,102043821,120,144
AV3E0115,V3E0115,locked_evaluation,forecast_underprediction,102043822,120,168
AV3E0116,V3E0116,locked_evaluation,sensor_missing,102043823,120,144
AV3E0117,V3E0117,locked_evaluation,sensor_drift,102043824,120,168
AV3E0118,V3E0118,locked_evaluation,sensor_missing,102043825,120,144
AV3E0119,V3E0119,locked_evaluation,forecast_underprediction,102043826,120,168
AV3E0120,V3E0120,locked_evaluation,drainage_shift,102043827,120,168
AV3E0121,V3E0121,locked_evaluation,sensor_spike,102043828,120,123
AV3E0122,V3E0122,locked_evaluation,valve_stuck,102043829,120,168
AV3E0123,V3E0123,locked_evaluation,sensor_spike,102043830,120,123
AV3E0124,V3E0124,locked_evaluation,sensor_bias,102043831,120,168
AV3E0125,V3E0125,locked_evaluation,sensor_drift,102043832,120,168
AV3E0126,V3E0126,locked_evaluation,root_depth_shift,102043833,120,168
AV3E0127,V3E0127,locked_evaluation,normal,102043834,120,168
AV3E0128,V3E0128,locked_evaluation,flow_decay,102043835,120,168
AV3E0129,V3E0129,locked_evaluation,sensor_bias,102043836,120,168
AV3E0130,V3E0130,locked_evaluation,sensor_missing,102043837,120,144
AV3E0131,V3E0131,locked_evaluation,sensor_drift,102043838,120,168
AV3E0132,V3E0132,locked_evaluation,solver_failure,102043839,120,132
AV3E0133,V3E0133,locked_evaluation,solver_failure,102043840,120,132
AV3E0134,V3E0134,locked_evaluation,sensor_bias,102043841,120,168
AV3E0135,V3E0135,locked_evaluation,sensor_drift,102043842,120,168
AV3E0136,V3E0136,locked_evaluation,valve_stuck,102043843,120,168
AV3E0137,V3E0137,locked_evaluation,feedback_conflict,102043844,120,132
AV3E0138,V3E0138,locked_evaluation,sensor_drift,102043845,120,168
AV3E0139,V3E0139,locked_evaluation,forecast_underprediction,102043846,120,168
AV3E0140,V3E0140,locked_evaluation,feedback_conflict,102043847,120,132
AV3E0141,V3E0141,locked_evaluation,sensor_missing,102043848,120,144
AV3E0142,V3E0142,locked_evaluation,forecast_underprediction,102043849,120,168
AV3E0143,V3E0143,locked_evaluation,forecast_underprediction,102043850,120,168
AV3E0144,V3E0144,locked_evaluation,sensor_drift,102043851,120,168
