scenario_id,split,horizon_hours,scenario_seed,root_depth_mm,field_capacity,wilting_point,saturation_margin_above_fc,initial_available_water_fraction,irrigation_efficiency,drainage_coefficient,et_stress_fraction_between_wp_fc,et_multiplier,forecast_bias_fraction,forecast_noise_std_fraction,process_noise_std,sensor_noise_std,et_profile,saturation,initial_theta,et_stress_start
V2D0011,development,336,62011011,342.61086504,0.30797754,0.12002227,0.11706713,0.65154907,0.84710306,26.80190708,0.44627605,0.86027560,-0.00228063,0.03725553,0.00008582,0.00065796,typical,0.42504467,0.24248435,0.20390220
V2D0012,development,336,62011012,268.35574603,0.29448231,0.11422809,0.09032359,0.81237673,0.91685723,17.46157607,0.56550714,1.21902024,0.13754798,0.05911933,0.00028491,0.00058411,hot_spell,0.38480590,0.26066242,0.21616314
V2D0013,development,336,62011013,279.92792494,0.27536440,0.10799475,0.11101890,0.41484539,0.78069422,12.89141828,0.39645530,1.09976816,-0.05216039,0.00370148,0.00013040,0.00100600,variable_cloud,0.38638330,0.17742728,0.17434934
V2D0014,development,336,62011014,345.55302665,0.28401708,0.11466783,0.08325614,0.73946088,0.85477591,25.76403180,0.55788554,0.87132047,0.18094827,0.07996915,0.00019718,0.00060203,variable_cloud,0.36727322,0.23989498,0.20914533
V2D0015,development,336,62011015,317.48818903,0.26144616,0.13776997,0.08872438,0.67404442,0.87586803,18.25615066,0.56050278,1.12630839,-0.11046206,0.08219132,0.00027004,0.00092821,typical,0.35017054,0.22113322,0.20709082
V2D0016,development,336,62011016,341.68214483,0.25379966,0.13960786,0.09802908,0.64620939,0.81112535,20.21006614,0.52361615,1.11755756,0.08568383,0.09006050,0.00019972,0.00071331,hot_spell,0.35182874,0.21339967,0.19940053
V2D0017,development,336,62011017,257.75233663,0.29144075,0.14471655,0.09045862,0.74715966,0.87196473,26.89033249,0.47539621,0.94823279,0.12698338,0.02052404,0.00028333,0.00099317,hot_spell,0.38189937,0.25434295,0.21446868
V2D0018,development,336,62011018,328.03563384,0.27585335,0.13299779,0.12129710,0.60309087,0.72570346,17.19949741,0.47767592,1.29075532,0.19969171,0.08457581,0.00020697,0.00118134,hot_spell,0.39715045,0.21915267,0.20123645
V2D0019,development,336,62011019,351.01943509,0.25678130,0.13074535,0.09449054,0.36498592,0.89471543,13.94019976,0.51368416,0.78900925,-0.09270595,0.04038369,0.00026318,0.00074806,variable_cloud,0.35127184,0.17674670,0.19548802
V2D0020,development,336,62011020,276.76140868,0.27223523,0.14420506,0.11658061,0.58389129,0.82699006,16.58475152,0.39188130,1.08164499,0.17821841,0.01589411,0.00021401,0.00065120,hot_spell,0.38881584,0.21896076,0.19437769
V2D0021,development,336,62011021,311.74163037,0.28030341,0.10092045,0.11887117,0.57050319,0.92954965,21.62247505,0.50481853,0.84032672,-0.06906382,0.03075061,0.00007000,0.00063121,variable_cloud,0.39917458,0.20325900,0.19147629
V2D0022,development,336,62011022,337.32563743,0.30929994,0.12376260,0.10866277,0.45342858,0.76575515,21.39774571,0.46628017,1.03396379,-0.15372093,0.12786087,0.00020507,0.00114249,variable_cloud,0.41796271,0.20789053,0.21027498
V2D0023,development,336,62011023,358.36936372,0.25122033,0.14739933,0.09972990,0.54943428,0.86970661,17.61599735,0.50151424,0.87697947,-0.01956448,0.01460021,0.00014612,0.00107848,typical,0.35095023,0.20444215,0.19946704
V2D0024,development,336,62011024,247.92193000,0.25844353,0.14934518,0.12044387,0.66405882,0.89699957,18.47737777,0.52009209,0.84623238,0.11742926,0.01345268,0.00013340,0.00047289,typical,0.37888740,0.22179290,0.20608637
V2D0025,development,336,62011025,289.45553048,0.25268378,0.11029319,0.12492992,0.81987148,0.92414631,11.47082203,0.42553657,1.25455671,-0.17665620,0.08836143,0.00009632,0.00102040,hot_spell,0.37761371,0.22703518,0.17088559
V2D0026,development,336,62011026,249.68577925,0.30652423,0.12283821,0.12421945,0.59049732,0.83409498,20.70469332,0.41980178,1.06893507,0.17411455,0.07379422,0.00020189,0.00107721,typical,0.43074368,0.23130431,0.19994992
V2D0027,development,336,62011027,332.26407508,0.26635426,0.11935420,0.08376627,0.32732683,0.73553671,10.41323525,0.42976381,1.04458375,-0.11781029,0.13077131,0.00022800,0.00054621,variable_cloud,0.35012053,0.16747126,0.18252951
V2D0028,development,336,62011028,328.92233299,0.30860085,0.10017433,0.09210873,0.66854588,0.77957412,12.57191642,0.43751846,0.82009181,0.16978772,0.06650129,0.00011603,0.00044938,typical,0.40070957,0.23951702,0.19136478
V2D0029,development,336,62011029,255.11210001,0.26109748,0.12926171,0.08434889,0.49084326,0.75569365,10.57597742,0.51074802,0.76312709,0.06288896,0.11990093,0.00009997,0.00066641,hot_spell,0.34544637,0.19397241,0.19659657
V2D0030,development,336,62011030,325.44091360,0.27925681,0.13203045,0.12938839,0.37296739,0.84051078,13.91544740,0.44641562,0.79926390,-0.12470773,0.11424834,0.00010351,0.00045054,typical,0.40864520,0.18694108,0.19775460
V2D0031,development,336,62011031,264.57475038,0.27835891,0.12762229,0.12826331,0.61884394,0.87423380,16.34489351,0.49389749,1.10285407,0.08807240,0.01232946,0.00025579,0.00105227,variable_cloud,0.40662222,0.22090474,0.20207073
V2D0032,development,336,62011032,335.65015557,0.27808986,0.13482389,0.09296089,0.76315422,0.94609132,20.36834845,0.35605384,1.23958179,0.00185723,0.10706245,0.00026454,0.00073912,typical,0.37105076,0.24415792,0.18583429
V2D0033,development,336,62011033,270.31631428,0.25762310,0.10558101,0.10276896,0.38246447,0.74129699,16.39767225,0.47430305,1.32337542,0.05976619,0.11194407,0.00008080,0.00117178,hot_spell,0.36039206,0.16373171,0.17769504
V2D0034,development,336,62011034,287.61981888,0.25590758,0.13067181,0.10720669,0.56148976,0.92633162,24.54621794,0.57920042,1.14876869,-0.06163466,0.09155682,0.00005192,0.00087491,variable_cloud,0.36311427,0.20099041,0.20320842
V2D0035,development,336,62011035,356.78642229,0.26535231,0.14076877,0.12341936,0.47225234,0.94069950,15.03829023,0.57824259,0.97971792,-0.04498300,0.11582677,0.00007340,0.00077748,typical,0.38877167,0.19960364,0.21280828
V2D0036,development,336,62011036,253.94520499,0.28600994,0.11101701,0.10589016,0.69781291,0.73148958,21.96025144,0.40738875,1.28413768,-0.15717815,0.13972786,0.00013718,0.00030011,hot_spell,0.39190009,0.23312933,0.18230716
V2D0037,development,336,62011037,266.95063033,0.25034414,0.11701914,0.11030757,0.53321984,0.92092522,22.78867518,0.36124105,0.86518695,-0.06657565,0.07273197,0.00014127,0.00096877,hot_spell,0.36065171,0.18811067,0.16518160
V2D0038,development,336,62011038,282.63881682,0.30533239,0.10366416,0.08713961,0.82724196,0.82177626,14.71061433,0.53876007,0.91088205,0.05459221,0.10100182,0.00024165,0.00032122,hot_spell,0.39247200,0.27049258,0.21231495
V2D0039,development,336,62011039,286.79005361,0.28067846,0.10302630,0.08288450,0.76619696,0.83935737,13.59825473,0.38455975,1.34893124,-0.17279817,0.03398368,0.00006140,0.00117479,variable_cloud,0.36356296,0.23914284,0.17134417
V2D0040,development,336,62011040,344.20349890,0.26939580,0.10213519,0.12590229,0.33996128,0.94314634,24.41925083,0.55524199,1.30626516,-0.18679732,0.13775232,0.00023458,0.00034966,typical,0.39529810,0.15899732,0.19500531
V2D0041,development,336,62011041,297.34948053,0.29105173,0.14280516,0.12261883,0.59639180,0.75296686,20.06514890,0.54470323,1.01618906,0.03558138,0.12486767,0.00027569,0.00082638,variable_cloud,0.41367056,0.23121820,0.22355555
V2D0042,development,336,62011042,302.61359911,0.30969765,0.11385209,0.08622493,0.50213447,0.77404904,18.15924614,0.37265270,0.95768802,-0.14487848,0.04731823,0.00014737,0.00064143,variable_cloud,0.39592258,0.21219289,0.18683447
V2D0043,development,336,62011043,304.40527500,0.29623608,0.14813758,0.08217614,0.67955825,0.73315097,23.69990754,0.59657330,0.89212183,-0.08795169,0.02775237,0.00027777,0.00034555,hot_spell,0.37841223,0.24877914,0.23648919
V2D0044,development,336,62011044,338.05183101,0.25742310,0.12534124,0.10140633,0.72649875,0.75070094,11.91985092,0.46834175,0.81444064,-0.08043979,0.07889260,0.00018407,0.00089085,typical,0.35882943,0.22129855,0.18720069
V2D0045,development,336,62011045,262.68261092,0.27317763,0.11895395,0.10523110,0.54597099,0.76124104,11.06814719,0.59922555,1.20370191,0.02475024,0.04656583,0.00016694,0.00040658,typical,0.37840873,0.20315561,0.21136872
V2D0046,development,336,62011046,320.92434954,0.26302826,0.11823571,0.09878291,0.46812393,0.72798999,24.99466070,0.48880116,0.99223268,-0.03596986,0.00622325,0.00015212,0.00090900,typical,0.36181117,0.18601657,0.18901048
V2D0047,development,336,62011047,354.59405208,0.27454034,0.13408761,0.08890766,0.61276734,0.77176869,13.30472092,0.37021589,0.93365798,-0.01274456,0.08684722,0.00022092,0.00070151,variable_cloud,0.36344800,0.22015245,0.18608544
V2D0048,development,336,62011048,244.58511743,0.29044227,0.14227170,0.11808681,0.70813193,0.88900601,10.09259859,0.42372975,1.17928238,-0.07435385,0.13315208,0.00008655,0.00031441,hot_spell,0.40852908,0.24719601,0.20505598
V2D0049,development,336,62011049,318.79757485,0.29406479,0.10947400,0.10307584,0.39712619,0.78351405,25.71905171,0.36405214,0.99398500,-0.19007020,0.06147626,0.00005307,0.00050975,variable_cloud,0.39714063,0.18277984,0.17667467
V2D0050,development,336,62011050,269.49096034,0.28185386,0.14982277,0.11016859,0.73224371,0.93224070,15.60198154,0.58291182,1.33412254,0.00694558,0.00292053,0.00029990,0.00061531,variable_cloud,0.39202245,0.24650171,0.22678526
V2D0051,development,336,62011051,299.69865469,0.27110710,0.12087704,0.11347256,0.65841448,0.74628478,22.51932066,0.57367002,0.89456091,0.12188373,0.02968222,0.00009390,0.00115679,hot_spell,0.38457966,0.21979069,0.20705952
V2D0052,development,336,62011052,284.66729433,0.26618796,0.11736899,0.09540971,0.68801410,0.86177828,17.12263132,0.43187337,0.77910297,-0.00417349,0.03171296,0.00017819,0.00110123,typical,0.36159768,0.21975854,0.18163994
V2D0053,development,336,62011053,240.29710416,0.29353859,0.12656563,0.09694023,0.51897779,0.80036630,27.39156452,0.49808011,1.02296046,0.10964996,0.14607659,0.00007396,0.00057453,variable_cloud,0.39047882,0.21322089,0.20973154
V2D0054,development,336,62011054,348.62009918,0.27425097,0.11819398,0.08568138,0.52752097,0.84350946,17.77306539,0.56974286,1.05267698,-0.19493282,0.11037212,0.00009037,0.00040217,typical,0.35993236,0.20051732,0.20710634
V2D0055,development,336,62011055,323.32014233,0.27970553,0.11156606,0.12985411,0.35654747,0.81023325,20.98951952,0.52818527,1.05795671,0.00888366,0.03559078,0.00015986,0.00056316,hot_spell,0.40955964,0.17151577,0.20037485
V2D0056,development,336,62011056,353.16082025,0.28545744,0.10507873,0.10233307,0.37702364,0.85812742,15.39276227,0.37919696,0.88330475,-0.10689359,0.00777298,0.00014981,0.00059348,typical,0.38779051,0.17308577,0.17347779
V2D0057,development,336,62011057,291.85109700,0.25982110,0.13656236,0.12440359,0.55766543,0.84559579,26.16932662,0.55042845,1.14097564,0.18927085,0.00968528,0.00020959,0.00037845,typical,0.38422468,0.20529950,0.20440748
V2D0058,development,336,62011058,330.55990136,0.26804711,0.12031362,0.12203951,0.48244978,0.78523653,27.49099063,0.39144879,1.07665587,-0.15875127,0.10869334,0.00011904,0.00033135,typical,0.39008662,0.19158761,0.17814372
V2D0059,development,336,62011059,294.85382765,0.28985137,0.14495083,0.11442809,0.75540844,0.93665051,21.06723091,0.40125237,1.21111170,-0.16298727,0.03882592,0.00024348,0.00081556,variable_cloud,0.40427946,0.25440992,0.20309252
V2D0060,development,336,62011060,262.33412272,0.28707056,0.13879013,0.11164237,0.35958081,0.74223259,20.68376681,0.51794797,1.15500023,-0.10142767,0.12541452,0.00021591,0.00055581,typical,0.39871293,0.19210893,0.21559168
V2D0061,development,336,62011061,265.68821632,0.30379312,0.14677831,0.08647692,0.46284725,0.86510061,15.72433441,0.54581657,1.30145157,0.04281411,0.06735721,0.00029495,0.00093893,variable_cloud,0.39027004,0.21945218,0.23247959
V2D0062,development,336,62011062,295.10403463,0.25344874,0.10616757,0.09836514,0.41077537,0.94875356,18.90972097,0.37547104,0.81083915,-0.02936295,0.07748503,0.00017107,0.00084981,typical,0.35181388,0.16666705,0.16146739
V2D0063,development,336,62011063,315.05508659,0.30267395,0.11067149,0.10057295,0.53582411,0.87930019,10.83499935,0.36579544,1.27182226,-0.13494151,0.06372670,0.00025089,0.00114731,variable_cloud,0.40324690,0.21355104,0.18090512
V2D0064,development,336,62011064,352.15294566,0.27686201,0.12301444,0.10798846,0.60381416,0.72195687,19.42848280,0.44109525,0.77312297,-0.16934550,0.09843196,0.00025449,0.00045988,hot_spell,0.38485048,0.21590978,0.19087588
V2D0065,development,336,62011065,275.86211208,0.25149568,0.11580753,0.10091309,0.63165800,0.79087954,16.01014863,0.40991993,1.13297611,0.15129587,0.09906518,0.00010961,0.00070832,hot_spell,0.35240876,0.20151603,0.17142880
V2D0066,development,336,62011066,290.35873385,0.28914474,0.10193851,0.10404042,0.84175440,0.90257450,12.73045691,0.48631371,1.00454815,-0.17956027,0.13685589,0.00017736,0.00042558,typical,0.39318516,0.25952018,0.19297947
V2D0067,development,336,62011067,252.19982016,0.30583919,0.12461201,0.12539393,0.82251641,0.72387090,25.04854232,0.38797472,0.96322105,0.04074811,0.12258196,0.00006728,0.00080122,variable_cloud,0.43123312,0.27367434,0.19492358
V2D0068,development,336,62011068,257.15703666,0.30011017,0.13236891,0.09316648,0.80172723,0.90180828,19.24784740,0.46317641,1.19248305,0.05245176,0.06087700,0.00012115,0.00082245,hot_spell,0.39327665,0.26685165,0.21006270
V2D0069,development,336,62011069,243.31681722,0.29876148,0.12871671,0.09608388,0.50675903,0.91226471,15.20624676,0.35478505,1.06539107,-0.02761886,0.06945031,0.00026841,0.00099805,typical,0.39484536,0.21488843,0.18904605
V2D0070,development,336,62011070,300.97638726,0.29640768,0.13587831,0.10814043,0.83595320,0.79885657,12.10407784,0.49233720,0.85280828,0.10619173,0.01948831,0.00025911,0.00106147,typical,0.40454812,0.27007335,0.21491289
V2D0071,development,336,62011071,273.29069294,0.25439526,0.14118973,0.11562680,0.33029525,0.93539934,19.14444086,0.44216025,1.22616173,0.01921037,0.00885982,0.00027299,0.00043721,typical,0.37002206,0.17858098,0.19124472
V2D0072,development,336,62011072,308.64223855,0.27175670,0.12609456,0.10675190,0.34396099,0.76853737,27.81748717,0.53203206,1.27632480,-0.02218437,0.12813830,0.00015862,0.00090997,hot_spell,0.37850859,0.17619665,0.20359149
V2D0073,development,336,62011073,274.12265639,0.25510057,0.12171810,0.09109576,0.45724261,0.82843721,13.38173146,0.41397960,0.95487767,0.13557599,0.11747471,0.00024580,0.00088956,variable_cloud,0.34619633,0.18270625,0.17693572
V2D0074,development,336,62011074,280.20289493,0.27037871,0.14865924,0.11521711,0.40405951,0.89731152,18.64317344,0.53681240,0.97238107,-0.03827769,0.07622166,0.00019071,0.00108829,typical,0.38559582,0.19784115,0.21399976
V2D0075,development,336,62011075,259.39356606,0.26488982,0.10145529,0.11281307,0.57789321,0.88709852,22.67617723,0.43403903,0.92468894,-0.05759264,0.14120481,0.00006539,0.00049561,variable_cloud,0.37770289,0.19590300,0.17239226
V2D0076,development,336,62011076,340.44911088,0.27719192,0.13842954,0.11236244,0.30537497,0.73703124,26.52363846,0.55087670,0.82655075,0.13165132,0.06452893,0.00028755,0.00037043,variable_cloud,0.38955436,0.18080410,0.21487050
V2D0077,development,336,62011077,306.28530121,0.30192767,0.10934004,0.11433759,0.78312263,0.78816401,23.29067745,0.58657935,1.32933529,0.09997981,0.01848374,0.00021883,0.00111114,hot_spell,0.41626526,0.26015977,0.22230796
V2D0078,development,336,62011078,253.09703361,0.29804474,0.11522915,0.11799191,0.79053748,0.92254813,25.31592401,0.38182436,1.23183527,-0.07709491,0.13589436,0.00029126,0.00112199,variable_cloud,0.41603665,0.25975172,0.18503259
V2D0079,development,336,62011079,302.01345363,0.26417238,0.13015135,0.09763852,0.39012499,0.85931923,23.62142014,0.35904829,1.00759145,0.11326955,0.09341400,0.00023792,0.00103041,hot_spell,0.36181091,0.18243631,0.17827138
V2D0080,development,336,62011080,349.58756932,0.27312370,0.12447528,0.12299438,0.32186453,0.80782067,11.52303154,0.46099417,0.75593024,0.06899826,0.11317162,0.00023693,0.00104898,typical,0.39611808,0.17231993,0.19300133
V2D0081,development,336,62011081,293.46540794,0.29236985,0.13910946,0.09155305,0.44165622,0.76330176,17.91270288,0.45093538,1.11191761,0.14456784,0.13265750,0.00007731,0.00079208,hot_spell,0.38392290,0.20679787,0.20821999
V2D0082,development,336,62011082,309.44572539,0.30183830,0.11628288,0.09614807,0.31111120,0.82508371,22.00264835,0.45749186,1.12026454,-0.09991394,0.04494961,0.00016261,0.00068452,variable_cloud,0.39798637,0.17401125,0.20117298
V2D0083,development,336,62011083,334.92337187,0.28662476,0.10421394,0.12647723,0.74522005,0.89050877,26.08432058,0.59283457,0.91666583,0.16306760,0.14399101,0.00005904,0.00113248,hot_spell,0.41310199,0.24015014,0.21235338
V2D0084,development,336,62011084,281.31631271,0.25926647,0.10758002,0.10918020,0.80583624,0.86737969,16.93655386,0.53237415,0.93091986,-0.13325347,0.02522290,0.00016722,0.00072261,hot_spell,0.36844668,0.22981446,0.18833396
V2D0085,development,336,62011085,321.61421381,0.26000616,0.13641421,0.08477974,0.84472849,0.82042178,22.20991605,0.45600527,1.21326441,0.07180631,0.05153940,0.00012489,0.00092182,typical,0.34478590,0.24081585,0.19277279
V2D0086,development,336,62011086,359.38563725,0.26905127,0.14725269,0.08199375,0.72126755,0.75921078,10.20580722,0.52668234,1.26527182,0.03139493,0.10570160,0.00018214,0.00053825,variable_cloud,0.35104503,0.23510206,0.21140186
V2D0087,development,336,62011087,355.68715262,0.28768863,0.12211735,0.12774514,0.69070515,0.91568562,25.55839494,0.50078296,0.90403832,-0.04804064,0.02393280,0.00018675,0.00098382,variable_cloud,0.41543376,0.23647828,0.20503263
V2D0088,development,336,62011088,306.05312403,0.29305032,0.10678214,0.09470674,0.31581543,0.88255184,26.49967957,0.39773148,1.18497699,0.10185925,0.10280059,0.00022268,0.00119228,variable_cloud,0.38775706,0.16560851,0.18086686
V2D0089,development,336,62011089,246.23735719,0.29724259,0.13364910,0.08066398,0.42739140,0.75685758,11.75648547,0.45180375,1.31304604,0.02612091,0.14958506,0.00011172,0.00035957,variable_cloud,0.37790657,0.20356755,0.20756125
V2D0090,development,336,62011090,317.52808137,0.25228688,0.11315922,0.11947361,0.42500583,0.79423090,21.70834330,0.58871422,0.78391482,0.08140451,0.09401738,0.00017395,0.00041919,variable_cloud,0.37176049,0.17228929,0.19506565
V2D0091,development,336,62011091,260.47089232,0.29984887,0.14197310,0.10394311,0.39958298,0.83145454,23.89113688,0.40223630,1.09311242,0.09240656,0.14373528,0.00008187,0.00078319,typical,0.40379199,0.20505757,0.20547647
V2D0092,development,336,62011092,247.36956045,0.28816901,0.12557094,0.11999297,0.79717885,0.77552348,24.08540193,0.41525734,1.04191762,-0.12782696,0.05175335,0.00019490,0.00103604,typical,0.40816198,0.25519068,0.19309098
V2D0093,development,336,62011093,271.52696488,0.30714114,0.14553250,0.12094491,0.62544570,0.93966097,13.00887181,0.51454898,1.24749333,-0.08526064,0.10389151,0.00015516,0.00038829,variable_cloud,0.42808605,0.24660993,0.22868806
V2D0094,development,336,62011094,324.19756799,0.28489062,0.11253949,0.12732048,0.77587822,0.85031337,27.70271645,0.50720059,0.76038195,0.16097864,0.04306271,0.00024937,0.00050112,hot_spell,0.41221110,0.24626298,0.19995609
V2D0095,development,336,62011095,277.94335984,0.30097942,0.10659126,0.08755120,0.56456822,0.80378779,24.68725109,0.48505398,1.29848196,-0.14693090,0.12057973,0.00013157,0.00047853,typical,0.38853062,0.21633664,0.20088001
V2D0096,development,336,62011096,285.00949835,0.28269572,0.12812614,0.10025609,0.48452669,0.88322819,15.95685408,0.56103665,1.19709487,-0.19649322,0.04988377,0.00014056,0.00068099,typical,0.38295181,0.20301923,0.21484534
V2E0001,locked_evaluation,336,92021001,315.09345959,0.28625941,0.10342144,0.10208278,0.46438248,0.73875323,16.34829224,0.50080404,1.01676617,-0.13349304,0.05731684,0.00010828,0.00047294,hot_spell,0.38834220,0.18832820,0.19498744
V2E0002,locked_evaluation,336,92021002,321.64027618,0.26320154,0.14058024,0.11363990,0.55190567,0.89161768,13.06881257,0.39439529,1.14804633,-0.14554251,0.12086539,0.00016575,0.00036133,hot_spell,0.37684144,0.20825563,0.18894150
V2E0003,locked_evaluation,336,92021003,258.28506022,0.28487940,0.12575462,0.09836772,0.56846819,0.94699800,10.11261031,0.45938514,0.81604694,0.06871122,0.06804424,0.00028172,0.00084864,variable_cloud,0.38324711,0.21621199,0.19885418
V2E0004,locked_evaluation,336,92021004,353.56079234,0.27536754,0.13032916,0.08139594,0.40061633,0.84839015,24.73539159,0.48089017,1.04672591,0.10445595,0.06716985,0.00029150,0.00046702,typical,0.35676348,0.18843390,0.20007669
V2E0005,locked_evaluation,336,92021005,301.94030183,0.27049459,0.10635552,0.09656982,0.49517390,0.86497217,16.68692415,0.53927280,0.87801214,0.04116711,0.09457467,0.00020740,0.00114651,hot_spell,0.36706441,0.18763291,0.19487126
V2E0006,locked_evaluation,336,92021006,327.82672500,0.30308971,0.10486133,0.12111878,0.79096087,0.81277633,26.46069575,0.52912837,1.34088473,-0.04381480,0.13659116,0.00010081,0.00075773,variable_cloud,0.42420849,0.26165222,0.20974959
V2E0007,locked_evaluation,336,92021007,341.55048788,0.28667707,0.11316712,0.09794316,0.77226357,0.85737488,16.17161192,0.49175401,1.08530105,-0.15776997,0.01009409,0.00016675,0.00117374,typical,0.38462022,0.24716253,0.19849133
V2E0008,locked_evaluation,336,92021008,321.99927367,0.28165028,0.10573648,0.11946046,0.80752944,0.83967388,21.21166068,0.58198743,0.77458499,-0.02415187,0.04553436,0.00010022,0.00100893,hot_spell,0.40111074,0.24779206,0.20811610
V2E0009,locked_evaluation,336,92021009,338.29324152,0.26496866,0.14331399,0.08608195,0.75457014,0.91967317,20.25098051,0.36717887,1.04070585,-0.00861223,0.05939633,0.00016075,0.00041506,typical,0.35105061,0.23511097,0.18798302
V2E0010,locked_evaluation,336,92021010,261.91009819,0.25600482,0.13535945,0.09736540,0.30521427,0.89750917,14.53061228,0.39160291,1.14574985,-0.12363787,0.05559886,0.00027313,0.00047743,variable_cloud,0.35337022,0.17218214,0.18260453
V2E0011,locked_evaluation,336,92021011,341.74626482,0.29616383,0.12849076,0.12766345,0.74522508,0.91680393,13.76109481,0.44938706,1.02557903,0.00325487,0.11016376,0.00028822,0.00030437,typical,0.42382729,0.25344494,0.20384087
V2E0012,locked_evaluation,336,92021012,354.62950313,0.29111360,0.13863685,0.08369115,0.47300812,0.86790641,20.94457786,0.40226114,0.81060993,-0.13945656,0.12891321,0.00011243,0.00066025,hot_spell,0.37480475,0.21075959,0.19997232
V2E0013,locked_evaluation,336,92021013,294.68835303,0.25134423,0.11471903,0.12559322,0.53759685,0.78363497,25.97327530,0.45685828,0.85355110,0.03533486,0.14834236,0.00005608,0.00082280,variable_cloud,0.37693745,0.18816831,0.17713739
V2E0014,locked_evaluation,336,92021014,287.95824909,0.29393739,0.12794446,0.08984045,0.64099380,0.76225659,25.83958468,0.43188637,0.78687444,-0.05235876,0.03129788,0.00005949,0.00108664,hot_spell,0.38377784,0.23434490,0.19963454
V2E0015,locked_evaluation,336,92021015,240.57565786,0.29535540,0.12552252,0.10794675,0.41144539,0.74546991,17.82319820,0.58384216,1.23543767,-0.11958876,0.07307852,0.00020525,0.00105890,typical,0.40330215,0.19539948,0.22467811
V2E0016,locked_evaluation,336,92021016,326.15503077,0.30394013,0.11271827,0.11425127,0.61714665,0.80695729,13.49005765,0.55222252,0.95440810,-0.18831027,0.04146533,0.00025410,0.00055961,typical,0.41819139,0.23073020,0.21831528
V2E0017,locked_evaluation,336,92021017,311.86023559,0.26964349,0.13335370,0.11669898,0.52438074,0.77454669,14.70413584,0.47300023,1.24319660,-0.04794164,0.09512198,0.00026293,0.00109947,variable_cloud,0.38634248,0.20482144,0.19781881
V2E0018,locked_evaluation,336,92021018,317.98408871,0.25933985,0.10385788,0.09447971,0.74924516,0.89904937,12.46876164,0.47716529,1.21461052,-0.09372024,0.11082631,0.00011753,0.00111492,hot_spell,0.35381956,0.22035199,0.17804848
V2E0019,locked_evaluation,336,92021019,253.23986911,0.26813752,0.10909746,0.11098886,0.50233518,0.86057731,18.45931904,0.42940466,1.33599443,0.16972483,0.12007912,0.00011881,0.00092561,hot_spell,0.37912638,0.18898888,0.17739000
V2E0020,locked_evaluation,336,92021020,241.52143750,0.28880172,0.14892842,0.12491908,0.44348586,0.79374103,24.61096342,0.59916078,1.05254784,-0.12661945,0.04681801,0.00008443,0.00079650,typical,0.41372080,0.21096025,0.23273501
