scenario_id,split,horizon_hours,scenario_seed,root_depth_mm,field_capacity,wilting_point,saturation_margin_above_fc,initial_available_water_fraction,irrigation_efficiency,drainage_coefficient,et_stress_fraction_between_wp_fc,et_multiplier,forecast_bias_fraction,forecast_noise_std_fraction,process_noise_std,sensor_noise_std,et_profile,saturation,initial_theta,et_stress_start
D0017,development,336,41027017,313.94286286,0.28452577,0.13973884,0.09532590,0.40164878,0.93106126,19.32978802,0.36074622,1.09270909,-0.16012428,0.08659115,0.00026850,0.00064357,hot_spell,0.37985167,0.19789233,0.19197018
D0018,development,336,41027018,358.55800990,0.29386962,0.14782810,0.08024017,0.35508565,0.79987674,21.95305221,0.35638048,1.23205889,-0.05554040,0.12844783,0.00006338,0.00075653,hot_spell,0.37410979,0.19968535,0.19987444
D0019,development,336,41027019,241.25215672,0.29978377,0.13634221,0.09267620,0.75318349,0.76886173,15.35480191,0.57248198,0.87709827,-0.14011363,0.14400708,0.00008299,0.00118171,hot_spell,0.39245997,0.25944369,0.22990956
D0020,development,336,41027020,311.37586574,0.26599579,0.10682797,0.10115132,0.68359581,0.86703544,24.48752394,0.57666216,1.15856573,0.15894819,0.06873613,0.00007579,0.00059570,hot_spell,0.36714711,0.21563442,0.19861403
D0021,development,336,41027021,345.53606211,0.25313660,0.10987366,0.09987408,0.66910896,0.72045493,16.59452441,0.48054563,1.06047963,-0.01583250,0.09542008,0.00023444,0.00065680,variable_cloud,0.35301068,0.20573218,0.17871804
D0022,development,336,41027022,352.52399166,0.26689177,0.13733158,0.10574203,0.65475651,0.83532691,19.56981732,0.52743698,0.81819455,-0.06678149,0.07627274,0.00012402,0.00108666,variable_cloud,0.37263380,0.22216196,0.20566642
D0023,development,336,41027023,307.79839702,0.30057162,0.11176833,0.08125708,0.36611296,0.72865862,22.52467958,0.59475313,1.10201920,-0.12419288,0.09876153,0.00027001,0.00115308,variable_cloud,0.38182870,0.18089166,0.22405968
D0024,development,336,41027024,255.94596116,0.27683179,0.11570559,0.08750843,0.76015912,0.84699752,16.34338624,0.58711348,1.22206746,0.13460060,0.14104444,0.00029345,0.00071204,typical,0.36434022,0.23818714,0.21030495
D0025,development,336,41027025,262.48090265,0.27499892,0.14385410,0.11846131,0.58997122,0.89918531,20.88890373,0.49322375,1.16653201,0.02234012,0.08086002,0.00028824,0.00078283,variable_cloud,0.39346024,0.22122577,0.20853784
D0026,development,336,41027026,259.92295578,0.25675640,0.11136706,0.10680952,0.45682193,0.85693680,11.76007397,0.50903980,0.84677832,-0.19393831,0.12625382,0.00016847,0.00062083,typical,0.36356592,0.17778410,0.18537602
D0027,development,336,41027027,286.29630667,0.26828815,0.14835374,0.12225217,0.46840863,0.77428221,27.18899696,0.53423151,0.98740286,-0.06525260,0.11412628,0.00025737,0.00106025,hot_spell,0.39054032,0.20453205,0.21242648
D0028,development,336,41027028,264.99134904,0.27602103,0.11803940,0.12896433,0.83154504,0.80797931,14.95518441,0.42209330,1.33278531,-0.03493206,0.11831390,0.00005972,0.00032408,typical,0.40498535,0.24940824,0.18472238
D0029,development,336,41027029,268.73578056,0.27805031,0.12944247,0.09609408,0.63006847,0.81969157,21.34652660,0.58224911,1.26847987,0.18768150,0.00912822,0.00018247,0.00110414,typical,0.37414439,0.22307559,0.21596925
D0030,development,336,41027030,335.73783431,0.30169634,0.12881037,0.11940553,0.60637935,0.83212466,12.43810954,0.51976403,0.76245312,0.05001870,0.05104510,0.00025054,0.00080925,typical,0.42110187,0.23364485,0.21867028
D0031,development,336,41027031,301.00979589,0.28934583,0.12766769,0.11000703,0.71761296,0.75810163,10.79266508,0.42975282,1.06796733,0.04662351,0.02335098,0.00014608,0.00089354,typical,0.39935286,0.24369002,0.19714933
D0032,development,336,41027032,277.31641210,0.26414239,0.11254977,0.12362300,0.50583574,0.76686073,17.62827431,0.47286896,0.93090353,-0.02822973,0.02847210,0.00016983,0.00034576,hot_spell,0.38776539,0.18923073,0.18423321
D0033,development,336,41027033,325.42995189,0.27323142,0.13254695,0.12387718,0.43304943,0.88158162,26.32824404,0.39328361,1.19686807,-0.10737003,0.13660604,0.00019657,0.00067897,hot_spell,0.39710860,0.19347028,0.18787584
D0034,development,336,41027034,266.56966764,0.25387700,0.10142969,0.12807577,0.65801987,0.78736618,12.05041650,0.39079652,1.08136977,0.06723949,0.03726946,0.00010290,0.00104127,variable_cloud,0.38195276,0.20174305,0.16100557
D0035,development,336,41027035,350.69647011,0.28196958,0.13071395,0.08436173,0.63803313,0.79603693,14.55769251,0.54527837,1.11282494,0.15322687,0.08794727,0.00015491,0.00100273,hot_spell,0.36633131,0.22722005,0.21319037
D0036,development,336,41027036,284.32066801,0.29685542,0.10903416,0.12587063,0.78911468,0.73273203,10.19381969,0.45037998,0.95628018,0.01077469,0.00208045,0.00013693,0.00038945,typical,0.42272604,0.25724667,0.19362509
D0037,development,336,41027037,334.84225120,0.30451978,0.11460617,0.09775796,0.81508248,0.93081477,24.00379853,0.37758390,1.34504007,-0.08533650,0.14021434,0.00021724,0.00057998,hot_spell,0.40227774,0.26940142,0.18631449
D0038,development,336,41027038,292.01226254,0.28722844,0.14666588,0.11348361,0.56910540,0.94511011,17.44914457,0.50279790,1.24909133,0.07999988,0.02500013,0.00010882,0.00087028,variable_cloud,0.40071205,0.22666079,0.21734044
D0039,development,336,41027039,282.09705617,0.28255127,0.13869365,0.09163703,0.56347393,0.82453937,27.49953965,0.39800691,1.01121333,-0.02432681,0.03230956,0.00013269,0.00047429,typical,0.37418831,0.21975367,0.19594998
D0040,development,336,41027040,292.77004526,0.26179416,0.10518045,0.08384906,0.60987518,0.74548596,25.10266510,0.44642992,0.96404036,0.18189926,0.12084977,0.00006879,0.00048834,hot_spell,0.34564322,0.20069526,0.17509750
D0041,development,336,41027041,242.83523377,0.30950373,0.11438881,0.10817326,0.70490678,0.85368118,20.70030960,0.41135501,1.13709100,-0.19127402,0.07234359,0.00023116,0.00083656,variable_cloud,0.41767699,0.25192664,0.19465031
D0042,development,336,41027042,287.88471277,0.30504560,0.10392035,0.10190931,0.73191458,0.82967958,24.79904758,0.47652953,1.02162985,0.09666630,0.11039199,0.00012258,0.00053807,variable_cloud,0.40695491,0.25112686,0.19976247
D0043,development,336,41027043,320.07285401,0.26085602,0.12204020,0.12542774,0.38833699,0.74962374,22.84529843,0.43534044,1.04619586,-0.09856184,0.05883389,0.00021394,0.00039627,typical,0.38628376,0.17594751,0.18247234
D0044,development,336,41027044,302.65877452,0.30327281,0.14515679,0.09085504,0.30319397,0.76128231,10.60671085,0.46797252,0.90647470,0.12146619,0.04847289,0.00015371,0.00116707,variable_cloud,0.39412786,0.19309661,0.21915074
D0045,development,336,41027045,248.76098632,0.28514177,0.14988082,0.08602876,0.47290615,0.92181157,23.46775967,0.55715201,0.78584984,-0.14563298,0.01732703,0.00028002,0.00097128,variable_cloud,0.37117054,0.21384656,0.22524173
D0046,development,336,41027046,317.45829378,0.28819235,0.10082502,0.10413090,0.42100719,0.86096883,14.20054300,0.51164690,0.80231633,0.16807227,0.12289948,0.00005301,0.00090839,hot_spell,0.39232326,0.17970802,0.19669094
D0047,development,336,41027047,278.53471020,0.26325456,0.12379458,0.11745317,0.55185842,0.89675676,14.07287926,0.38160991,0.79278560,-0.08066739,0.01124308,0.00010049,0.00097568,variable_cloud,0.38070773,0.20075674,0.17701389
D0048,development,336,41027048,254.02881215,0.29160581,0.11718662,0.10784449,0.80076591,0.89007526,27.83138916,0.41468987,1.20979436,-0.00765392,0.10525021,0.00022654,0.00094101,variable_cloud,0.39945031,0.25685557,0.18951649
E0001,locked_evaluation,336,81043001,266.80581889,0.29207468,0.10197288,0.11005297,0.55539753,0.74943999,22.75934996,0.57219778,1.23313595,0.06106806,0.07609012,0.00010570,0.00035804,hot_spell,0.40212765,0.20755495,0.21074871
E0002,locked_evaluation,336,81043002,264.25711779,0.28389798,0.13137419,0.08912711,0.55724447,0.73879797,17.84151628,0.45506052,1.31418634,-0.07709707,0.05406053,0.00024245,0.00038583,hot_spell,0.37302508,0.21636723,0.20078174
E0003,locked_evaluation,336,81043003,296.22438561,0.30968828,0.12719885,0.08762386,0.63010335,0.81379532,25.58353509,0.36419558,1.28431905,0.11256120,0.02461494,0.00024448,0.00118521,typical,0.39731214,0.24218605,0.19366069
E0004,locked_evaluation,336,81043004,295.65971474,0.29823192,0.13982819,0.12732996,0.52553469,0.88450224,21.30134910,0.37340471,1.00265990,-0.02880792,0.09700527,0.00022025,0.00080021,hot_spell,0.42556188,0.22307485,0.19897689
E0005,locked_evaluation,336,81043005,251.76871296,0.25644125,0.13296773,0.09909911,0.83424752,0.84486234,15.95747909,0.45221598,1.23769980,0.16660322,0.09542863,0.00020580,0.00115293,variable_cloud,0.35554036,0.23597521,0.18880443
E0006,locked_evaluation,336,81043006,279.53968904,0.29890168,0.12595519,0.08693597,0.68869422,0.90367558,20.64957052,0.36790878,0.93128531,-0.10658801,0.04134843,0.00011301,0.00085302,variable_cloud,0.38583764,0.24506244,0.18958372
E0007,locked_evaluation,336,81043007,323.05993739,0.30811652,0.13070716,0.09325983,0.43660468,0.85707636,17.40734302,0.48116487,0.87407938,-0.04533974,0.13939169,0.00025924,0.00055796,typical,0.40137635,0.20816492,0.21607031
E0008,locked_evaluation,336,81043008,356.12663619,0.26189685,0.11194438,0.09119174,0.75562585,0.82265758,20.48033299,0.40344777,1.03080049,0.08885582,0.14905380,0.00005446,0.00093773,hot_spell,0.35308859,0.22525234,0.17244237
E0009,locked_evaluation,336,81043009,321.87221638,0.30689115,0.10687107,0.10309338,0.53308243,0.72106140,19.28815141,0.35310208,1.04067252,0.08326449,0.08281519,0.00006637,0.00117715,typical,0.40998453,0.21349826,0.17749858
E0010,locked_evaluation,336,81043010,337.58915450,0.30100420,0.13014910,0.12960625,0.80549682,0.82074708,18.30174848,0.38006037,1.09636509,-0.01230919,0.09117829,0.00006866,0.00112429,typical,0.43061045,0.26777234,0.19508435
E0011,locked_evaluation,336,81043011,349.39508571,0.28685359,0.14054208,0.11233568,0.62226055,0.93889121,17.56528584,0.51332921,0.85308354,-0.06080099,0.11281484,0.00014743,0.00092896,variable_cloud,0.39918927,0.23158596,0.21564805
E0012,locked_evaluation,336,81043012,302.96073006,0.27441967,0.13274864,0.11933955,0.34140980,0.83292112,10.12713909,0.56920954,0.91707717,-0.02464985,0.12552058,0.00021366,0.00109991,variable_cloud,0.39375921,0.18111651,0.21338914
E0013,locked_evaluation,336,81043013,297.06985070,0.25350744,0.13605314,0.12419901,0.41546256,0.89964554,23.80413686,0.53161368,1.33096070,0.17453707,0.04499856,0.00026806,0.00069904,hot_spell,0.37770645,0.18485100,0.19849345
E0014,locked_evaluation,336,81043014,346.07207024,0.30700394,0.11412356,0.10451072,0.34061301,0.73120951,10.46644551,0.54631965,0.97193388,0.17857994,0.05689179,0.00015979,0.00119739,hot_spell,0.41151466,0.17982112,0.21949790
E0015,locked_evaluation,336,81043015,285.32215869,0.27050226,0.10373218,0.09368941,0.64841833,0.78917335,25.06077584,0.53555473,0.90137009,0.07566835,0.04102768,0.00019546,0.00097779,hot_spell,0.36419167,0.21186896,0.19304669
E0016,locked_evaluation,336,81043016,317.56589817,0.29713063,0.14649186,0.10620051,0.63684516,0.87745725,13.70509644,0.43043067,0.96310755,0.03151568,0.12876650,0.00022093,0.00099490,hot_spell,0.40333114,0.24242543,0.21133141
E0017,locked_evaluation,336,81043017,241.46948889,0.30485483,0.13853410,0.08484594,0.57632295,0.94498552,15.10213927,0.45887796,0.81461162,0.07751319,0.00157659,0.00019606,0.00089046,variable_cloud,0.38970078,0.23438856,0.21485502
E0018,locked_evaluation,336,81043018,243.27698513,0.27170811,0.10999845,0.08086912,0.47322723,0.85075769,19.57549266,0.52066416,1.19558716,-0.12273153,0.07877061,0.00016287,0.00067507,hot_spell,0.35257722,0.18652386,0.19419487
E0019,locked_evaluation,336,81043019,292.45683113,0.29170778,0.14933912,0.10969408,0.49643669,0.83349466,24.05085806,0.47087364,1.21970043,0.06462514,0.05945060,0.00009513,0.00082353,variable_cloud,0.40140186,0.22001615,0.21637677
E0020,locked_evaluation,336,81043020,333.93275613,0.26718934,0.10219059,0.12185009,0.44299186,0.78177081,26.18510611,0.44791028,1.31856158,0.16805637,0.03742720,0.00024919,0.00115517,hot_spell,0.38903943,0.17528370,0.17609523
E0021,locked_evaluation,336,81043021,252.31257050,0.30640003,0.10255317,0.09504208,0.81651579,0.78069400,18.79040388,0.46259827,0.78270702,0.15706717,0.02810861,0.00020201,0.00041843,hot_spell,0.40144211,0.26899735,0.19685238
E0022,locked_evaluation,336,81043022,318.06162208,0.29763591,0.12097154,0.09147357,0.57000769,0.79717869,14.47735945,0.41028493,1.32700404,-0.09738228,0.03212047,0.00019057,0.00086387,typical,0.38910948,0.22167159,0.19345427
E0023,locked_evaluation,336,81043023,301.21666377,0.26830243,0.14413012,0.12803289,0.51639267,0.80383814,22.29759016,0.39118927,0.75421667,0.12668219,0.06260278,0.00012262,0.00081588,variable_cloud,0.39633532,0.20825179,0.19270499
E0024,locked_evaluation,336,81043024,287.76154742,0.26336313,0.12819433,0.11757067,0.71744150,0.84039115,12.01862311,0.52165975,0.99029909,0.14078118,0.08846572,0.00027889,0.00074294,typical,0.38093381,0.22517004,0.19870645
E0025,locked_evaluation,336,81043025,332.92814808,0.30354826,0.10527158,0.09081822,0.71470985,0.74036906,14.82122836,0.41228881,1.13088927,0.12144007,0.04285197,0.00013815,0.00071261,typical,0.39436648,0.24698188,0.18701884
E0026,locked_evaluation,336,81043026,258.18603970,0.25980994,0.12687733,0.11137544,0.76241209,0.80811783,16.31673362,0.42212817,1.08921966,0.14502598,0.06991971,0.00025799,0.00059167,typical,0.37118538,0.22822676,0.18299193
E0027,locked_evaluation,336,81043027,319.10993157,0.29074861,0.12942302,0.10245800,0.60554472,0.81708633,26.77412582,0.57883401,1.25081394,-0.15014900,0.08159147,0.00010399,0.00102763,hot_spell,0.39320661,0.22711288,0.22280376
E0028,locked_evaluation,336,81043028,328.78535636,0.25598354,0.12001961,0.12086321,0.61553795,0.82357443,27.72154209,0.35567158,0.82851309,-0.14360249,0.08456555,0.00009833,0.00065202,typical,0.37684674,0.20371057,0.16837812
E0029,locked_evaluation,336,81043029,309.19332329,0.26289175,0.11481653,0.11599246,0.36662780,0.74574243,27.40732298,0.38903793,1.26186849,0.13536773,0.12817106,0.00027098,0.00070963,typical,0.37888421,0.16910502,0.17242341
E0030,locked_evaluation,336,81043030,248.87119186,0.26242046,0.14322252,0.11812303,0.47675147,0.94092766,23.53743813,0.52563984,0.94540977,0.06957431,0.01902100,0.00018829,0.00088048,typical,0.38054349,0.20005031,0.20587770
E0031,locked_evaluation,336,81043031,257.62479865,0.28249014,0.14752071,0.08343166,0.78159277,0.94692320,15.42063866,0.55821044,1.07551041,-0.18791136,0.13592722,0.00014172,0.00065838,variable_cloud,0.36592180,0.25301184,0.22286205
E0032,locked_evaluation,336,81043032,345.19229443,0.25187084,0.11697822,0.10790408,0.54623264,0.81489575,23.46202170,0.44107863,1.22919974,0.01011053,0.11945858,0.00022406,0.00061580,variable_cloud,0.35977493,0.19066097,0.17647647
E0033,locked_evaluation,336,81043033,269.02429382,0.28816642,0.11266187,0.12128618,0.67590644,0.92136870,16.20473021,0.58520609,1.00979022,0.05907411,0.01337155,0.00021219,0.00057887,variable_cloud,0.40945260,0.23128653,0.21536820
E0034,locked_evaluation,336,81043034,261.60952278,0.27768972,0.12518487,0.08734135,0.66222555,0.85412162,11.30096806,0.46209889,0.88030028,-0.10092202,0.14291288,0.00015303,0.00101998,variable_cloud,0.36503106,0.22617747,0.19565719
E0035,locked_evaluation,336,81043035,329.58571121,0.26561012,0.10801566,0.09210456,0.57497365,0.85570374,20.91960431,0.57401054,0.84269483,-0.00733548,0.13281498,0.00007849,0.00090111,typical,0.35771467,0.19862832,0.19847654
E0036,locked_evaluation,336,81043036,272.45641521,0.28514241,0.11244553,0.08998377,0.77957692,0.78406301,14.27292688,0.41580399,0.95980458,0.00818669,0.10292735,0.00023146,0.00106864,variable_cloud,0.37512618,0.24707603,0.18425358
E0037,locked_evaluation,336,81043037,286.18212113,0.30528987,0.10023768,0.12909299,0.50344055,0.78605131,20.01273967,0.54029049,1.18923518,0.18967815,0.07093669,0.00008545,0.00062473,hot_spell,0.43438286,0.20346927,0.21102543
E0038,locked_evaluation,336,81043038,352.12899891,0.25779066,0.10608496,0.09019193,0.35164351,0.89228101,27.89139545,0.37600445,0.96716391,0.17237421,0.06824583,0.00009644,0.00106107,typical,0.34798259,0.15943128,0.16312697
E0039,locked_evaluation,336,81043039,284.72590745,0.28590939,0.10750712,0.12374154,0.70595262,0.93637958,13.93505265,0.37710214,1.15718869,0.11533112,0.03268917,0.00010837,0.00063289,hot_spell,0.40965093,0.23345067,0.17478300
E0040,locked_evaluation,336,81043040,274.65431555,0.27975576,0.11006398,0.09618814,0.84938253,0.77884162,22.36082429,0.39514891,1.05090384,-0.13862178,0.03531099,0.00023880,0.00053455,typical,0.37594390,0.25419722,0.17711750
E0041,locked_evaluation,336,81043041,347.62206324,0.25852926,0.12055213,0.09872178,0.30718913,0.82546030,10.79349765,0.38608089,1.14176048,-0.14196884,0.03103288,0.00014951,0.00090840,variable_cloud,0.35725104,0.16293720,0.17382246
E0042,locked_evaluation,336,81043042,281.25696480,0.28996152,0.14249000,0.10468135,0.52277883,0.84968151,27.58929727,0.55969556,0.98431186,0.16331646,0.04806073,0.00016160,0.00045284,typical,0.39464288,0.21958499,0.22502916
E0043,locked_evaluation,336,81043043,245.42954776,0.29321136,0.14182794,0.12243731,0.80060346,0.90435891,14.15328039,0.54923291,1.16319718,0.05285230,0.00551685,0.00019953,0.00042899,variable_cloud,0.41564867,0.26302603,0.22497270
E0044,locked_evaluation,336,81043044,298.23212957,0.28038925,0.12844654,0.11184786,0.67434451,0.94875622,22.99841218,0.35765746,0.83542042,0.04711871,0.00283156,0.00026424,0.00039351,hot_spell,0.39223711,0.23090827,0.18278998
E0045,locked_evaluation,336,81043045,330.84866363,0.29049955,0.14797457,0.10662042,0.31947389,0.77200759,27.09400036,0.48191433,0.90924808,-0.05601350,0.00857463,0.00018736,0.00085701,typical,0.39711997,0.19350758,0.21665940
E0046,locked_evaluation,336,81043046,307.14626968,0.26994065,0.13515610,0.10688792,0.73159364,0.82741072,11.40982821,0.59300904,0.86521296,-0.12762354,0.10683426,0.00028957,0.00118439,typical,0.37682857,0.23376362,0.21508456
E0047,locked_evaluation,336,81043047,311.02259419,0.26409482,0.11329861,0.09711510,0.75334747,0.87246760,13.76927249,0.56497575,1.20343570,0.13790319,0.02346792,0.00024728,0.00046188,typical,0.36120991,0.22690055,0.19849481
E0048,locked_evaluation,336,81043048,256.91441474,0.25122259,0.12775859,0.10864108,0.59447444,0.87038313,24.29273409,0.40128098,1.29685692,0.15122882,0.05785937,0.00019353,0.00105668,typical,0.35986367,0.20115478,0.17730234
E0049,locked_evaluation,336,81043049,291.85357524,0.30219619,0.10724553,0.11853965,0.76824260,0.90084511,18.69562413,0.48568423,1.30095375,-0.03839358,0.11392483,0.00029564,0.00034623,typical,0.42073585,0.25701493,0.20192999
E0050,locked_evaluation,336,81043050,322.42309101,0.27039252,0.13922668,0.08572289,0.74758470,0.74797796,10.60314280,0.47643826,1.24521947,0.08538635,0.12749206,0.00013625,0.00050405,variable_cloud,0.35611541,0.23728425,0.20171910
E0051,locked_evaluation,336,81043051,342.09018838,0.28093795,0.13342497,0.11684470,0.46657860,0.75613397,13.56439160,0.50474080,1.18426580,0.15498360,0.02007460,0.00006977,0.00049307,variable_cloud,0.39778266,0.20225137,0.20788079
E0052,locked_evaluation,336,81043052,242.76748162,0.29397384,0.14435454,0.11567430,0.57971965,0.89331058,14.53954645,0.59708069,1.17588953,-0.06956327,0.08512610,0.00012408,0.00042719,variable_cloud,0.40964814,0.23109179,0.23368933
E0053,locked_evaluation,336,81043053,273.70714449,0.25431606,0.10448247,0.12083190,0.63986412,0.92786685,23.26334801,0.53455514,1.01367512,-0.11169692,0.01491067,0.00011723,0.00034401,variable_cloud,0.37514796,0.20035561,0.18457679
E0054,locked_evaluation,336,81043054,325.00541372,0.29416140,0.13182306,0.08541516,0.37745988,0.79504205,16.60752016,0.43663707,0.92665993,-0.19696997,0.14141239,0.00016470,0.00063762,variable_cloud,0.37957656,0.19309927,0.20270600
E0055,locked_evaluation,336,81043055,336.02180080,0.25031281,0.12261983,0.10885098,0.59081538,0.77008421,25.29181113,0.38239067,1.33781462,-0.01886597,0.13399951,0.00028221,0.00114326,variable_cloud,0.35916379,0.19806280,0.17144843
E0056,locked_evaluation,336,81043056,304.73470964,0.28738727,0.13912786,0.08038832,0.79613266,0.76146352,24.61887790,0.49859680,1.01940274,-0.09392700,0.00629563,0.00025002,0.00044792,typical,0.36777558,0.25716202,0.21304953
E0057,locked_evaluation,336,81043057,324.20739535,0.25511494,0.11134890,0.10403255,0.76568768,0.81059641,15.56133461,0.42464503,1.02202094,-0.00544471,0.01112724,0.00005698,0.00041036,hot_spell,0.35914749,0.22142878,0.17239843
E0058,locked_evaluation,336,81043058,312.60322482,0.26072125,0.10051890,0.12548516,0.82996327,0.77430146,10.33512303,0.36554188,0.76360772,0.02524704,0.02679807,0.00025301,0.00076788,hot_spell,0.38620641,0.23348097,0.15907957
E0059,locked_evaluation,336,81043059,259.04473386,0.25299789,0.11427230,0.08661245,0.68162091,0.75931725,25.91351077,0.36055072,1.32497211,-0.03286138,0.11540722,0.00009299,0.00096613,variable_cloud,0.33961033,0.20883056,0.16428991
E0060,locked_evaluation,336,81043060,326.27328188,0.28928358,0.12904188,0.11383477,0.70328762,0.91027102,21.08483045,0.59934221,1.02754648,0.01365126,0.14442236,0.00028987,0.00074081,typical,0.40311835,0.24173789,0.22508150
E0061,locked_evaluation,336,81043061,262.10011348,0.25696929,0.13734869,0.09756043,0.73992098,0.80522391,20.09155069,0.42553117,1.11585611,-0.19031488,0.00047421,0.00028474,0.00116336,variable_cloud,0.35452972,0.22585848,0.18825098
E0062,locked_evaluation,336,81043062,316.10000124,0.30897434,0.14122671,0.12494663,0.48602539,0.89603861,11.89349115,0.55087931,1.24082274,-0.07047854,0.00980104,0.00029626,0.00069440,hot_spell,0.43392097,0.22275632,0.23363541
E0063,locked_evaluation,336,81043063,278.63073118,0.30909148,0.11833734,0.08456287,0.79161355,0.85953461,24.99783225,0.41425942,0.89941709,-0.00328338,0.09402526,0.00006373,0.00067180,typical,0.39365434,0.26934090,0.19735904
E0064,locked_evaluation,336,81043064,340.06886831,0.27640526,0.10547583,0.12323308,0.65880574,0.86398770,27.10762119,0.36930278,0.82017061,-0.02028827,0.06041033,0.00026534,0.00047606,variable_cloud,0.39963834,0.21808512,0.16860054
E0065,locked_evaluation,336,81043065,306.47072765,0.30031571,0.12368547,0.08601686,0.40160117,0.94387399,17.04062950,0.44363801,0.97649408,0.00569998,0.09160944,0.00016904,0.00110700,hot_spell,0.38633257,0.19462039,0.20204536
E0066,locked_evaluation,336,81043066,250.07739614,0.27228309,0.11595960,0.11915326,0.38151354,0.87939063,12.55363831,0.40775229,0.79052637,-0.13387264,0.01542385,0.00008329,0.00052499,variable_cloud,0.39143634,0.17559913,0.17970086
E0067,locked_evaluation,336,81043067,303.03572648,0.30266852,0.14841217,0.12782661,0.82588639,0.93374126,27.35176582,0.56761406,1.03705963,0.04303301,0.14048315,0.00007255,0.00094736,variable_cloud,0.43049512,0.27581039,0.23597024
E0068,locked_evaluation,336,81043068,315.88569745,0.28173475,0.11083533,0.10096512,0.58611508,0.92387936,17.77982411,0.57923641,1.07263180,-0.11893094,0.07816500,0.00010054,0.00087452,variable_cloud,0.38269987,0.21100206,0.20982649
